id,playerid,spin,zone,hit,score
1,1,RD,3,True
2,2,DS,1,True
3,1,US,0,False
4,1,LU,1,True
5,2,US,0,False
6,2,LD,0,False
7,2,RD,3,True
8,1,US,5,True
9,2,LD,4,True
10,1,US,4,True
11,2,US,4,True
12,1,US,6,True
13,2,NS,5,True
14,1,DS,4,True
15,2,US,6,True
16,1,US,4,True
17,2,US,0,False
18,1,LU,3,True
19,2,DS,4,True
20,1,US,5,True
21,2,US,0,False
22,1,RD,0,False
23,2,LD,3,True
24,1,DS,0,False
25,2,RU,5,True
26,1,US,5,True
27,2,NS,5,True
28,1,US,2,True
29,2,US,5,True
30,1,US,4,True
31,2,RU,4,True
32,1,US,6,True
33,2,US,5,True
34,1,US,0,False
35,1,LU,3,True
36,2,LU,4,True
37,1,US,4,True
38,2,US,4,True
39,1,US,0,False
40,1,RD,0,False
41,2,LD,3,True
42,1,US,6,True
43,2,US,5,True
44,1,US,6,True
45,2,US,4,True
46,1,US,0,False
47,2,LU,0,False
48,1,LD,1,True
49,2,LU,0,False
50,1,RD,6,True
51,2,US,4,True
52,1,US,6,True
53,2,US,4,True
54,1,LU,1,True
55,2,US,0,False
56,2,LD,6,True
57,1,US,0,False
58,2,LS,0,False
59,1,NS,3,True
60,2,LS,0,False
61,1,LU,6,True
62,2,DS,4,True
63,1,US,3,True
64,2,DS,0,False
65,2,RD,1,True
66,1,US,4,True
67,2,US,6,True
68,1,US,0,False
69,2,RD,1,True
70,1,US,0,False
71,1,RD,3,True
72,2,US,6,True
73,1,DS,4,True
74,2,US,0,False
75,1,RU,4,True
76,2,US,4,True
77,1,RD,4,True
78,2,DS,6,True
79,1,RU,6,True
80,2,DS,0,False
81,2,RU,3,True
82,1,US,6,True
83,2,RU,6,True
84,1,US,4,True
85,2,US,6,True
86,1,US,3,True
87,2,US,6,True
88,1,US,6,True
89,2,RS,0,False
90,2,LU,0,False
91,1,RD,3,True
92,2,US,4,True
93,1,LU,0,False
94,1,LD,2,True
95,2,US,4,True
96,1,US,6,True
97,2,US,0,False
98,2,US,3,True
99,1,US,0,False
100,2,DS,4,True
101,1,DS,3,True
102,2,US,5,True
103,1,NS,4,True
104,2,US,5,True
105,1,US,0,False
106,1,LD,3,True
107,2,US,0,False
108,1,RD,1,True
109,2,RU,0,False
110,2,LD,0,False
111,2,RU,5,True
112,1,US,6,True
113,2,US,0,False
114,1,RU,1,True
115,2,US,5,True
116,1,US,6,True
117,2,US,2,True
118,1,US,6,True
119,2,NS,0,False
120,1,LD,3,True
121,2,US,4,True
122,1,US,4,True
123,2,US,1,True
124,1,LD,6,True
125,2,US,0,False
126,2,NS,1,True
127,1,US,4,True
128,2,US,1,True
129,1,US,4,True
130,2,DS,4,True
131,1,US,5,True
132,2,US,5,True
133,1,US,4,True
134,2,US,6,True
135,1,US,0,False
136,2,RU,0,False
137,1,LD,4,True
138,2,US,5,True
139,1,RD,0,False
140,1,RU,3,True
141,2,DS,4,True
142,1,US,0,False
143,2,NS,3,True
144,1,DS,4,True
145,2,DS,3,True
146,1,NS,4,True
147,2,US,6,True
148,1,US,0,False
149,2,LD,2,True
150,1,US,3,True
151,2,US,0,False
152,1,RU,0,False
153,1,RU,2,True
154,2,US,2,True
155,1,US,4,True
156,2,US,4,True
157,1,RS,0,False
158,2,LD,2,True
159,1,US,3,True
160,2,US,1,True
161,1,LD,3,True
162,2,LU,0,False
163,2,RD,2,True
164,1,US,4,True
165,2,LD,0,False
166,1,RD,6,True
167,2,US,4,True
168,1,US,4,True
169,2,US,5,True
170,1,US,5,True
171,2,US,4,True
172,1,US,4,True
173,2,US,6,True
174,1,NS,3,True
175,2,DS,0,False
176,1,LU,0,False
177,2,LU,0,False
178,2,LU,0,False
179,1,LU,1,True
180,2,US,0,False
181,1,RD,0,False
182,2,LU,2,True
183,1,RD,5,True
184,2,US,0,False
185,2,DS,3,True
186,1,US,4,True
187,2,US,0,False
188,1,RU,5,True
189,2,US,2,True
190,1,LU,4,True
191,2,RU,1,True
192,1,US,4,True
193,2,US,5,True
194,1,NS,0,False
195,1,LU,5,True
196,2,US,6,True
197,1,NS,4,True
198,2,DS,6,True
199,1,US,0,False
200,2,LD,0,False
201,2,LD,1,True
202,1,US,2,True
203,2,US,2,True
204,1,US,0,False
205,1,LU,5,True
206,2,US,4,True
207,1,NS,2,True
208,2,US,3,True
209,1,US,0,False
210,1,RU,4,True
211,2,LD,4,True
212,1,US,6,True
213,2,US,6,True
214,1,US,2,True
215,2,US,4,True
216,1,US,3,True
217,2,US,4,True
218,1,US,6,True
219,2,DS,0,False
220,2,RU,0,False
