id,playerid,spin,zone,hit,score
1,2,RD,0,False
2,2,LD,4,True
3,1,US,1,True
4,2,US,4,True
5,1,LU,0,False
6,1,LD,3,True
7,2,US,0,False
8,1,LD,0,False
9,2,RU,5,True
10,1,DS,6,True
11,2,US,0,False
12,2,LU,0,False
13,1,LD,1,True
14,2,US,4,True
15,1,US,4,True
16,2,US,4,True
17,1,US,0,False
18,1,DS,1,True
19,2,US,4,True
20,1,DS,4,True
21,2,US,6,True
22,1,US,5,True
23,2,DS,0,False
24,2,RU,4,True
25,1,US,4,True
26,2,US,4,True
27,1,US,4,True
28,2,US,0,False
29,2,LS,0,False
30,1,LU,5,True
31,2,RD,0,False
32,1,US,1,True
33,2,DS,6,True
34,1,US,0,False
35,2,RD,4,True
36,1,US,4,True
37,2,US,3,True
38,1,US,6,True
39,2,US,6,True
40,1,US,5,True
41,2,NS,3,True
42,1,DS,4,True
43,2,US,0,False
44,2,RU,3,True
45,1,US,0,False
46,1,LU,1,True
47,2,US,2,True
48,1,DS,4,True
49,2,US,6,True
50,1,US,6,True
51,2,US,4,True
52,1,DS,5,True
53,2,US,3,True
54,1,US,0,False
55,1,RD,3,True
56,2,LU,4,True
57,1,US,0,False
58,2,LD,0,False
59,2,NS,0,False
60,1,LU,0,False
61,1,RD,0,False
62,2,RU,0,False
63,2,RU,6,True
64,1,US,4,True
65,2,US,6,True
66,1,DS,4,True
67,2,US,4,True
68,1,US,1,True
69,2,US,1,True
70,1,DS,2,True
71,2,US,2,True
72,1,DS,5,True
73,2,US,4,True
74,1,US,4,True
75,2,LD,0,False
76,1,RU,0,False
77,1,LD,0,False
78,2,LU,5,True
79,1,NS,0,False
80,2,RD,3,True
81,1,US,0,False
82,1,LU,3,True
83,2,DS,0,False
84,1,LD,4,True
85,2,US,0,False
86,2,LD,0,False
87,2,RD,2,True
88,1,NS,4,True
89,2,US,4,True
90,1,US,0,False
91,1,RD,3,True
92,2,LD,0,False
93,1,LS,3,True
94,2,US,6,True
95,1,DS,4,True
96,2,US,6,True
97,1,LS,4,True
98,2,US,0,False
99,2,RU,2,True
100,1,US,6,True
101,2,RS,6,True
102,1,LU,4,True
103,2,US,0,False
104,2,RU,4,True
105,1,DS,6,True
106,2,LD,5,True
107,1,US,6,True
108,2,US,6,True
109,1,RD,6,True
110,2,US,0,False
111,1,LU,3,True
112,2,US,0,False
113,1,LD,4,True
114,2,US,0,False
115,2,LU,3,True
116,1,US,1,True
117,2,US,0,False
118,2,NS,6,True
119,1,US,6,True
120,2,DS,2,True
121,1,US,5,True
122,2,RD,4,True
123,1,US,4,True
124,2,US,4,True
125,1,US,4,True
126,2,US,0,False
127,1,LD,6,True
128,2,US,0,False
129,1,LD,4,True
130,2,US,3,True
131,1,US,3,True
132,2,RD,0,False
133,2,LU,1,True
134,1,US,5,True
135,2,US,0,False
136,2,RU,3,True
137,1,RS,4,True
138,2,US,0,False
139,1,RD,3,True
140,2,LU,1,True
141,1,DS,6,True
142,2,US,6,True
143,1,US,0,False
144,1,LS,4,True
145,2,US,4,True
146,1,US,0,False
147,2,RU,1,True
148,1,US,0,False
149,2,RD,4,True
150,1,US,4,True
151,2,RU,0,False
152,1,LD,0,False
153,1,LD,3,True
154,2,US,4,True
155,1,US,1,True
156,2,US,0,False
157,2,LD,4,True
158,1,US,4,True
159,2,US,4,True
160,1,US,6,True
161,2,US,3,True
162,1,US,3,True
163,2,US,0,False
164,2,DS,2,True
165,1,DS,4,True
166,2,LS,5,True
167,1,US,0,False
168,1,RU,1,True
169,2,US,4,True
170,1,US,6,True
171,2,NS,6,True
172,1,US,4,True
173,2,US,4,True
174,1,US,4,True
175,2,RD,4,True
176,1,US,6,True
177,2,US,0,False
178,1,LU,3,True
179,2,US,4,True
180,1,US,0,False
181,2,LU,4,True
182,1,DS,6,True
183,2,US,4,True
184,1,US,0,False
185,2,LD,3,True
186,1,DS,6,True
187,2,DS,6,True
188,1,US,2,True
189,2,US,4,True
190,1,US,6,True
191,2,US,4,True
192,1,US,5,True
193,2,US,5,True
194,1,US,6,True
195,2,DS,6,True
196,1,DS,4,True
197,2,US,5,True
198,1,DS,4,True
199,2,US,4,True
200,1,US,3,True
201,2,US,0,False
